DATE,ACTLISCOU12086
2017-01-01,20793.583333333333
2018-01-01,21358.916666666667
2019-01-01,21781.833333333333
2020-01-01,18985.666666666667
2021-01-01,11777.416666666667
2022-01-01,8681.8333333333333333

